code;name;id;registry_title;registry_title;email;phone;id2;url;pi_title;city;registry_sub_title;registry_name;id2;adress;zip_code;id3;country_code;continent;country_u;country
EULUX10;Luxembourg;V;723;National Cancer Registry - Luxembourg;info@rnc.lu;;;www.rnc.lu;travel report 92, 93 is not linked to this registry particularly;Strassen;Department of Population Health;Luxembourg Institute of Health;;;1 a-b, rue Thomas Edison;;L-1445;Europe;LUXEMBOURG;Luxembourg
EULUX7L;Luxembourg;V;724;Morphologic tumour Registry in the Grand-Duchy of Luxembourg;rmt@lns.etat.lu;(352) 28100-397;(352) 28100-392;www.cancer-registry.lu/html/index2.html;Dissolution of registry in Feb 2013 (see letter by C Capesius dated 14 March 2013).;Dudelange;NULL;Laboratoire National de Santé E.P.;NULL;NULL;1, rue Louis Rech;NULL;L-3550;Europe;LUXEMBOURG;Luxembourg
EUMAL10;Malta;V;725;Malta National Cancer Registry;healthinfo@gov.mt;(356)2559900;(356)25599385;https://deputyprimeminister.gov.mt/en/dhir/Pages/Registries/cancers.aspx;NULL;Pieta;Malta National Cancer Registry;Department of Health Information and Research;;;95 Guardamangia Hill FGR2109;;PTA1313;Europe;MALTA;Malta
EUMOL10;National Cancer Registry of Moldova;V;726;Cancer National Registry of the Oncological Institute;cancerregistru@ms.md;37322852186;NULL;NULL;IACR Full - Voting Membership granted in 2017;Durleşti;Cancer National Registry of the Oncological Institute;NULL;NULL;NULL;str. N. Testemiţanu, 30;NULL;MD-2025;Europe;MOLDOVA;Moldova
EUNET10;Netherlands;V;728;Netherlands Cancer Registry;gegevensaanvraag@iknl.nl;(31) 88 234 60 00;(31) 88 234 60 01;www.iknl.nl;As of 01/01/2012, 8 CRs + VIKC merged into IKNL. EUNET10 and EUNETSTH are now the two Dutch registries (letter received on 07/03/2012).;Utrecht;Netherlands Comprehensive Cancer Organisation (IKNL);;;P.O. Box 19079;;;3501 DB;Europe;NETHERLANDS;Netherlands
EUNET20;Netherlands_P;V;964;Dutch Childhood Oncology Group (DCOG);info@skion.nl;(31) 70 367 4545 / 366 9830;(31) 70 367 0868;NULL;Formerly EUNETZH20;The Hague;NULL;NULL;NULL;P.O. Box 43515;NULL;NULL;2504 AM;Europe;NETHERLANDS;Netherlands
EUNETZH20;Netherlands_P_HP;V;738;Dutch Childhood Oncology Group (DCOG);info@skion.nl;(31) 70 367 4545 / 366 9830;(31) 70 367 0868;;Registry now collects information on all tumours: see EUNET20;The Hague;;;;P.O. Box 43515;;;2504 AM;Europe;NETHERLANDS;Netherlands
EUNOR10;Norway;V;741;Cancer Registry of Norway;kreftregisteret@kreftregisteret.no;(47) 22 451300;;www.kreftregisteret.no/en/;NULL;Oslo;Kreftregisteret;Institute of Population-Based Cancer Research;;P.O. Box 5313;Majorstuen;;N-0304;Europe;NORWAY;Norway
EUPOL10;Poland;V;742;Polish National Cancer Registry;krn@coi.waw.pl;;;;;;;;;;;;;Europe;;
EUPOLCRA;Cracow;V;744;Cracow City and District Cancer Registry;NULL;(48) 12 634 82 40;(48) 12 634 82 91;;NULL;Kraków;Department Epidemiology;Maria Sklodowska-Curie Memorial;;;;;;Europe;;
"Cancer Center and Institute of Oncology""";Maria Sklodowska-Curie Memorial;;;;;;;;;;;;;;;;;Europe;;
"Cancer Center and Institute of Oncology""";;Garncarska 11;;31-115;Europe;POLAND;Poland;;;;;;;;;;;Europe;;
EUPOLKIE;Kielce;V;746;Kielce Cancer Registry;epidemiologia@onkol.kielce.pl;(48) 41 36 74 276;+48 41 3456882;https://www.onkol.kielce.pl/centrum/zaklad-epidemiologii-i-walki-z-rakiem;https://www.onkol.kielce.pl/pl/centrum/zaklad-epidemiologii-i-walki-z-rakiem;Kielce;Department of Epidemiology and Cancer Control;Holycross Cancer Center;;;Artwinskiego 3;;25-734;Europe;POLAND;Poland
EUPOLLSI;L Silesia;V;747;Lower Silesian Cancer Registry;;(48) 71 3689554;(48) 71 3689555;https://www.dco.com.pl/zedrn/;NULL;Wroclaw;;Lower Silesian Oncology Center in Wroclaw;;;pI. Hirszfelda 12;;53-413;Europe;POLAND;Poland
EUPOLOPO;Opole;V;751;Opole Regional Cancer Registry;rejestr-nowotworow@onkologia.opole.pl;(48) 77 441 60 88;(48) 77 441 60 88;;NULL;Opole;;Regional Cancer Center;Opolskie Centrum Onkologii;;;;;Europe;;
;;ul. Katowicka 66a;;45-060;Europe;POLAND;Poland;;;;;;;;;;;Europe;;
EUPORNOP;Porto;V;762;North Region Cancer Registry of Portugal;roreno@ipoporto.min-saude.pt;(351) 22 508 4067;(351) 22 508 4004;www.roreno.com.pt;NULL;Porto;Servico de Epidemiologia;Instituto Português de Oncologia do Porto;;;Rua António Bernardino da Almeida;;4200-072;Europe;PORTUGAL;Portugal
EUPORSOL;Lisbon;V;763;Portugal South Region Cancer Registry;rorsul@ipolisboa.min-saude.pt;(351) 21 722 9852;;www.ror-sul.org.pt;ror-sul@ipolisboa.min-saude.pt - email bounced back 14/02/2017;Lisbon;Epidemiology And Cancer Registry;Instituto Português de Oncologia de Lisboa de Francisco Gentil;Centro Regional de Lisboa;;Rua Professor Lima Basto;;1099-023;Europe;PORTUGAL;Portugal
EUROM3B;Bucharest_P;V;766;Bucharest Childhood Cancer Registry;NULL;(40) 21 312 6418, (40) 21 3157949;(40) 21 3112928;NULL;NULL;Bucharest;;Centre for Health Statistics;;;9, George Vraca Street;;10146;Europe;ROMANIA;Romania
EUROMBIH;Bihor;V;767;Bihor County Cancer Registry;NULL;(40) 59 434729;(40) 59 434729;NULL;Covered by EUROMNWA;Oradea;NULL;Clinica de Oncologie;Spitalul Clinic Judetean Oradea;NULL;str. Republicii nr. 37;NULL;3700;Europe;ROMANIA;Romania
EUROMCLU;Cluj;V;768;Cluj Regional Cancer Registry;rcrcj@iocn.ro;(40) 264 590396;(40) 264 590396;http://www.iocn.ro;Covered by EUROMNWA;Cluj-Napoca;Dept. of Epidemiology & Medical Biostatistics;Oncological Institute ''Ion Chiricuta'';;;Republicii Street no. 34-36;;400015;Europe;ROMANIA;Romania
EUROMTIM;Timisoara;V;769;Timisoara Regional Cancer Registry;rrcvest@gmail.com;;;;;;;;;;;;;Europe;;
EURUS10;RUSSIA;V;1489;Russian State Cancer Registry;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Europe;RUSSIA;Russia
EURUS3M;Moscow_P;V;771;Childhood Cfancer Registry of Moscow Region;;(7) 495 2876570;(7) 495 6647090;;NULL;Moscow;Institute of Management and Translational Medicine;;;;Samory Mashela, 1;;117997;Europe;RUSSIA;Russia
EURUSALT;Altai;V;773;Altai Territory Cancer Registry;atcr@mail.ru;(7) (385) 2363 931;(7) (385) 2632 620;NULL;NULL;Barnaul;Department of Altai;Altai Oncological Centre;NULL;NULL;77, Nikitina str.;NULL;656049;Europe;RUSSIA;Russia
EURUSCHE;Chelyabinsk;V;1299;Chelyabinsk Cancer Registry;2328033@mail.ru;+7 351 232 80 33;+7 351 232 80 33;;IACR Voting membership 03-2017;Chelyabinsk;Methodical and organizational department;Chelyabinsk Regional Clinical  Center of Oncology and Nuclear Medicine;;;Blucher, St. 42;;454087;Europe;RUSSIA;Russia
EURUSKAR;Karelia;V;1264;Population cancer registry of the Republic of Karelia;omkrod@mail.ru;-1012;-897;;NULL;Petrozavodsk;Republic of Karelia;Republican Oncology Dispansary;;;5, Lososinskoe shosse street.;;185007;Europe;RUSSIA;Russia
EURUSSAM;Samara;V;1225;Samara Population Cancer Registry;omo@samaraonko.ru;+7 846 994-45-42;+7 846 994-73-60;http://samaraonko.ru/;NULL;Samara;;Samara Regional Clinical Oncology Center;;;Solnechnaya Str. 50;;443031;Europe;RUSSIA;Russia
EURUSSPE;St Petersburg;V;774;St. Petersburg Population-Based Cancer Registry;mail@miac.zdrav.spb.ru;+7 812 576 22 22;+7 812 252 71 76;www.spbmiac.ru;NULL;St. Petersburg;Shkapina str. 30, 198095, St.Petersburg;Medical Information Analytical Center;Petrov Research Institute of Oncology;;Shkapina str. 30, 198095, St.Petersburg;Leningradskaya 68, Pesochny, 197758, St.Petersburg;198095/197758;Europe;RUSSIA;Russia
EUSAM10;San Marino;V;775;San Marino Cancer Registry;NULL;(39) 0549 994535;(39) 0549 903706;;NULL;Borgo Maggiore;Epidemiology Unit;Social Security Institute;;;Via Scialoja 20;;47031;Europe;SAN_MARINO;San Marino
EUSERCSE;C Serbia;V;776;Central Serbia Cancer Registry;;(381) 11 2684566;(381) 11 2684140;www.batut.org.rs;NULL;Belgrade;Departement for prevention and control of non communicable  diseases, CANCER Registry Unit;Institute of Public Health of Serbia;;;5, Dr Subotica St.;;11000;Europe;SERBIA;Serbia
EUSERVOJ;Vojvodina;V;777;Vojvodina Cancer Registry;NULL;(381) 21 4805517 or  +381 (0)21 480 5500;+381 (0)21 6613-741;www.onk.ns.ac.rs;NULL;Sremska Mitrovica;Department of Epidemiology;Institute of Oncology;NULL;NULL;Institutski put 4;NULL;21204;Europe;SERBIA;Serbia
EUSLK10;Slovakia;V;778;Slovak National Cancer Registry;diba@nczisk.sk;+421 2 57269 206;+421 2 52635 490;www.nczisk.sk;NULL;Bratislava;NULL;National Health Information Center (NCZI);NULL;NULL;Lazaretska 26;NULL;81109;Europe;SLOVAKIA;Slovakia
EUSLN10;Slovenia;V;780;Cancer Registry of Republic of Slovenia;register@onko-i.si;(386) 1 5879 451;(386) 1 5879 400;https://www.onko-i.si/eng/crs/;NULL;Ljubljana;Epidemiology and Cancer Registry;Institute of Oncology Ljubljana;;;Zaloska cesta 2;;1000;Europe;SLOVENIA;Slovenia
EUSPA20;Spain_P;V;783;Spanish Registry of Childhood Tumours (RETI-SEHOP), UVEG;rnti@uv.es;(34) 96 386 4951;;https://www.uv.es/rnti/;NULL;Valencia;ESQ4618001D;Universitat de València;Facultad de Medicina;;Avda. V. Blasco Ibañez, 15;;46010;Europe;SPAIN;Spain
EUSPA3V;Valencia_P;V;784;Childhood Cancer Registry of the Valencian Community. Cancer Information System of the Valencian Community;sabater_congre@gva.es;34 961 925 751;34 961 925 780;http://www.sp.san.gva.es/epidemiologia/cancer/;NULL;Valencia;Servicio de Estudios Epidemiológicos y Estadísticas Sanitarias;Dirección General de Salud Pública;Conselleria de Sanitat, Generalitat Valenciana;NULL;Avinguda de  Catalunya, 21;NULL;46020;Europe;SPAIN;Spain
EUSPAALB;Albacete;V;786;Albacete Cancer Registry. Castile-La Mancha;ide@jccm.es;(34) 967 557944;(34) 967 557964;http://redecan.org/es/page.cfm?id=92&title=registro-de-cancer-de-albacete;NULL;Albacete;Servicio de Epidemiología;Consejería de Sanidad;Junta Comunidades de Castilla-La Mancha;NULL;Avda de la Guardia Civil, 5;NULL;2005;Europe;SPAIN;Spain
EUSPAAST;Asturias;V;787;Asturias Cancer Registry;;(34) 985 10 63 79;;http://redecan.org/es/page.cfm?id=93&title=registro-de-tumores-del-principado-de-asturias;NULL;Oviedo;Sección de Información Sanitaria;Servicio de Evaluación de la Salud y Programas;Dirección General de Salud Pública;;Consejería de Sanidad;C/Ciriaco Miguel Vigil N° 9;33006;Europe;SPAIN;Spain
EUSPABAL;Balears;V;788;Mallorca Cancer Registry;pfranch@dgsanita.caib.es;(34) 971 177095;;http://redecan.org/es/page.cfm?id=100&title=registre-de-c%C3%A0ncer-de-mallorca;NULL;Palma;Coordinació de la Estratègia de Càncer de les Illes Balears;Conselleria de Salut ;Direcció General de Salut Pública i Participació;;Carrer de Jesus 40. Pavelló II, 1er;;7010;Europe;SPAIN;Spain
EUSPABAS;Basque;V;789;Basque Country Cancer Registry;arantza-lopez@euskadi.eus;34945019236;;http://www.euskadi.eus/informazioa/minbiziaren-erregistroak/web01-a3regepi/eu/;NULL;Vitoria-Gasteiz;Osasun Saila/Departamento De Salud;Gobierno Vasco/Eusko Jaurlaritza;;;C/Donostia-San Sebastian  1;;1010;Europe;SPAIN;Spain
EUSPACAN;Canary;V;790;Canary Islands Cancer Registry;registrodecancer.scs@gobiernodecanarias.org;(34) 922 474941 or 928 307531;(34) 922 474946;http://redecan.org/es/page.cfm?id=109&title=registro-poblacional-de-cancer-de-la-comunidad-autonoma-de-canarias;NULL;Santa Cruz de Tenerife;Servicio de Epidemiología y Prevención;Dirección General de Salud Pública;;;Rambla de Santa Cruz, 53;;38006;Europe;SPAIN;Spain
EUSPACAR;Cantabria;V;791;Cantabria Cancer Registry (R.T.C.);NULL;34 942 20 77 45;34 942 20 69 85;;NULL;Santander;Sección de Vigilancia Epidemiológica;Dirección General de Sanidad;Consejería de Sanidad-Gobierno de Cantabria;;C/Federico Vial 13;;39009;Europe;SPAIN;Spain
EUSPACUE;Cuenca;V;793;Cuenca Cancer Registry;epicuenca@jccm.es;(34) 969 176544;(34) 969 176389;http://redecan.org/es/page.cfm?id=96&title=registro-de-cancer-de-cuenca;NULL;Cuenca;Seccion de Epidemiología, ;;;;;;;Europe;;
"Dirección General de Salud Publica y Consumo""";Direccion Provincial de la Consejería de Sanidad en Cuenca;;;C/ Las Torres, 43;;16071;Europe;SPAIN;Spain;;;;;;;;;Europe;;
EUSPAGIR;Girona;V;794;Girona Cancer Registry;rcgirona@iconcologia.net;(34) 972 207406;(34) 972 206180;http://redecan.org/es/page.cfm?id=103&title=registro-de-cancer-de-girona;Since 1980 monographic registry for 0-19 years + for female breast & gynecological cancers (all ages). Since 1994 all cancers sites for all ages. RMG in charge.;Girona;;Pla Director d'Oncologia, Departament de Salut;Institut Català d’Oncologia;;Carrer del Sol, núm 15;;17004;Europe;SPAIN;Spain
EUSPAGRA;Granada;V;795;Granada Cancer Registry;NULL;(34) 958 027404;(34) 958 027503;http://www.cancergranada.org;NULL;Granada;NULL;Escuela Andaluza de Salud Pública;CIBER de Epidemiología y Salud Pública (CIBERESP);P.O. Box 2070;Campus Universitario de Cartuja, S/N;Cuesta del Observatorio, 4;18011;Europe;SPAIN;Spain
EUSPAMUR;Murcia;V;796;Murcia Cancer Registry;mdolores.chirlaque@carm.es;(34) 9 6836 2039;(34) 9 6836 6656;http://www.murciasalud.es/pagina.php?id=283163&idsec=1074;mdolores.chirlaque@carm.es - Carmen Navarro (carmenav@um.es) was retired on 31/12/2017 and from 01/01/2018 I the Director of the Murcia Cancer Registry is María Dolores Chirlaque López;Murcia;Servicio de Epidemiología;Consejería de Sanidad y Política Social;CIBERESP (CIBER Epidemiología y Salud Pública), Spain;NULL;Ronda de Levante, 11;NULL;E30008;Europe;SPAIN;Spain
EUSPANAV;Navarra;V;797;Navarra Cancer Registry;NULL;(34) 848 423464;(34) 848 423474;http://redecan.org/es/page.cfm?id=101&title=registro-de-cancer-de-navarra;NULL;Pamplona;Servicio de Epidemiología;Instituto de Salud Pública;NULL;NULL;C/ Leyre, 15;NULL;31003;Europe;SPAIN;Spain
EUSPARIO;La Rioja;V;798;La Rioja Cancer Registry;jperucha@riojasalud.es;941291100 ext35466;(34) 941 272418;;NULL;Logroño;Consejería de Salud ;Dirección General de Salud y Consumo;Servicio de Epidemiología y Prevención Sanitaria;;Vara de Rey 8,1ª planta;;26071;Europe;SPAIN;Spain
EUSPATAR;Tarragona;V;799;Tarragona Cancer Registry;jgalceran@grupsagessa.com;(34) 977 326530;;http://www.epicancer.cat;NULL;Tarragona;;Hospital Sant Joan de Reus;;;Av/Josep Laporte, 2;;43204;Europe;SPAIN;Spain
EUSPAZAR;Zaragoza;V;801;Zaragoza Cancer Registry;NULL;(34) 976 714485;(34) 976 714340;NULL;NULL;Zaragoza;Departamento de Salud, Consumo y Servicios Sociales - Gobierno de Aragón;Dirección General de Planificación y Aseguramiento;Servicio de Planificación;NULL;Edificio Pignatelli;Paseo Maria Agustín, 36;50004;Europe;SPAIN;Spain
EUSPAZH7S;Leukaemia;V;802;Hospital-based multicenter Spanish Registry of leukaemia;NULL;NULL;NULL;NULL;NULL;Madrid;NULL;Fundacion Leucemia/Linfoma;NULL;NULL;C/Concha Espina 55 1oA;NULL;28016;Europe;SPAIN;Spain
EUSWE10;Sweden;V;803;Swedish Cancer Registry;cancerregistret@socialstyrelsen.se;(46) 75 247 3000;;http://www.socialstyrelsen.se;NULL;Stockholm;Department of statistics and evaluation, Unit of statistics;National Board of Health and Welfare;;;Rålambsvägen 3;;106 30;Europe;SWEDEN;Sweden
EUSWEGOT;Gothenburg;V;805;Goteborg Cancer Registry;NULL;(46) 31 200550;(46) 31 209250;www.rccvast.se;mail@rccvast.se invalid;Gothenburg;;Regional Cancer Centre Western Sweden;Sahlgrenska University Hospital;;Medicinaregatan 18G;;413 45;Europe;SWEDEN;Sweden
EUSWENOR;N Sweden;V;806;Regional Cancer Registry for Northern Sweden;annalena.sunesson@vll.se;(46) 90 785 1552;(46) 90 127464;http://www.registercentrumnorr.vll.se/;NULL;Umeå;NULL;Oncology Center;Akademiska sjukhuset;NULL;NULL;NULL;901 85;Europe;SWEDEN;Sweden
EUSWESES;SE Sweden;V;807;South East Sweden Cancer Registry;rccsydost@regionostergotland.se;(46) 10 1030000;(46) 10 1032846;http://www.cancercentrum.se/sv/sydost/;NULL;Linköping;;Regional Cancer Center South East Sweden;University Hospital;;;;581 85;Europe;SWEDEN;Sweden
EUSWESOS;S Sweden;V;808;Southern Swedish Regional Tumour Registry;NULL;(46) 46 177550;(46) 46 188143;;NULL;Lund;;University Hospital;;;;;SE-221 85;Europe;SWEDEN;Sweden
EUSWESTO;Stockholm;V;809;Stockholm-Gotland Regional Tumour Registry;regionaltcancercentrum@sll.se;(46) 8 5177 5003;(46) 8 348640;www.karolinska.se/sv/Karolinska-University-Hospital/;onkologiskt.centrum@smd.sll.se - email not valid;Stockholm;NULL;Oncologic Centre;Karolinska University Hospital;NULL;Solna;NULL;171 176;Europe;SWEDEN;Sweden
EUSWEUPP;Uppsala;V;810;Uppsala Tumour Registry;NULL;(46) 18 15 19 10;(46) 18 71 14 45;www.roc.se/cancerreg/kontakt_cancerreg.asp;NULL;Uppsala;NULL;Regional Oncologic Centre;University Hospital;NULL;NULL;NULL;751 85;Europe;SWEDEN;Sweden
EUSWI20;Switzerland_P;V;814;Swiss Childhood Cancer Registry (SCCR);katharina.flandera@ispm.unibe.ch;(41) 31 631 3507;(41) 31 631 3520;http://childhoodcancerregistry.ch/;Research - Swiss Childhood Cancer Registry;Bern;Department of Social and Preventive Medicine;University of Bern;;;Mittelstr. 43;;3012;Europe;SWITZERLAND;Switzerland
EUSWIAAR;Aargau;V;1477;Foundation Cancer Registry Aargau;krebsregister-aargau@hin.ch;+41 62 825 27 00;NULL;http://krebsregister-aargau.ch;IACR voting membership approved 2017;Aarau;NULL;NULL;NULL;Postfach 4037;NULL;NULL;5001;Europe;SWITZERLAND;Switzerland
EUSWIBAS;Basel;V;817;Basel Cancer Registry;Katharina.Staehelin@bs.ch;(41) 61 267 49 23;(41) 61 267 49 21;www.medizinischedienste.bs.ch;Mrs. Dr. med. Katharina Staehelin (Katharina.Staehelin@bs.ch) will be my successor from 1. September 2017. M Mousavi;Basel;Medizinische Dienste Referenz: Katharina Staehelin;Gesundheitsdepartement Basel-Stadt;Zentraler Rechnungseingang;;Malzgasse 30;;4001;Europe;SWITZERLAND;Switzerland
EUSWIFRI;Fribourg;V;818;Fribourg Tumor Registry;rt@liguessante-fr.ch;(41) 26 425 5405;(41) 26 425 5401;https://fribourg.liguecancer.ch/;NULL;Fribourg;Ligue fribourgeoise contre le cancer;Ligues de santé Fribourg;;;Rte St-Nicolas-de-Flue 2;;1701;Europe;SWITZERLAND;Switzerland
EUSWIGEN;Geneva;V;819;Geneva Cancer Registry;;(41) 22 379 49 50;(41) 22 379 49 71;http://www.unige.ch/medecine/rgt/index.html;NULL;Geneva;Institute of Global Health;Faculty of Medicine, University of Geneva;;;Centre Médical Universitaire ;Rue Michel Servet 1;1211;Europe;SWITZERLAND;Switzerland
EUSWIGGL;Graubunden Glarus;V;820;Graubünden and Glarus Cancer Registry;;(41) 81 256 6556;(41) 81 256 6544;www.ksgr.ch;French for Graubünden is Grisons;Chur;;Institut für Pathologie und Rechtsmedizin;Kantonsspital Graubünden;;Loestraße 170;;7000;Europe;SWITZERLAND;Switzerland
EUSWINEU;Neuchâtel;V;822;Neuchatel and Jura Cancer Registry;rnjt@ne.ch;(41) 32 717 71 90;(41) 32 717 71 99;http://www.ne.ch/autorites/DFS/SCSP/prevention/Pages/Registre-des-tumeurs.aspx;Merged with EUSWIJUR 1/1/2016;Neuchatel;Public Health Department;;;;Rue du Plan 30;;2000;Europe;SWITZERLAND;Switzerland
EUSWISGA;St Gallen Appenzell;V;823;Cancer Registry East Switzerland ;mohsen.mousavi@krebsregister-ost.ch  ;(41)71 242 7012;(41) 71 242 7019;www.krebsregister.ch  ;2019 04: New name for the cancer registry of cantons St. Gallen, Appenzell Ausserrhoden, Appenzell Innerrhoden and Thurgau in Switzerland and the country Liechtenstein:;;;;;;;;;;;
"Cancer Registry East Switzerland (in Germany: Krebsregister Ostschweiz)""";St Gallen;;;;;Flurhofstr. 7;;9000;Europe;SWITZERLAND;Switzerland;;;;;;;;;
EUSWITIC;Ticino;V;825;Ticino Cancer Registry;;0041 91 8160851;0041 91 8160829;www.ti.ch/tumori;NULL;Locarno;;Istituto Cantonale di Patologia;;;Via in Selva 24;;6600;Europe;SWITZERLAND;Switzerland
EUSWIVAL;Valais;V;826;Valais Cancer Registry;rvst@hin.ch;(41) 27 603 4973;(41) 27 603 4974;https://www.ovs.ch/sante/registre-valaisan-tumeurs.html;registre@ovs.ch - email bounced back (25/10/2018);Sion;;Observatoire valaisan de la santé;;;Avenue Grand-Champsec 64;;1950;Europe;SWITZERLAND;Switzerland
EUSWIVAU;Vaud;V;827;Vaud Cancer Registry;rvt@chuv.ch;;;;;;;;;;;;;Europe;;
EUSWIZUR;Zurich;V;828;Cancer Registry Zurich and Zug;krebsregister-zh-zg@usz.ch;(41) 44 255 5635;(41) 44 255 5636;http://www.krebsregister.usz.ch/;NULL;Zurich;Referenz: Prof. Sabine Rohrmann;Epidemiology, Biostatistics and Prevention Institute (EBPI);Universitätsspital Zürich;;Rämistrasse 100;;8091;Europe;SWITZERLAND;Switzerland
EUUKA10;Ukraine;V;829;National Cancer Registry of Ukraine;ncr.ukraine@gmail.com;(380) 44 257 76 14;(380) 44 259 02 64;http://unci.org.ua/en/for-specialists/national-cancer-registry/;NULL;Kyiv;Department of Cancer Control with NCRU;National Cancer Institute of Ukraine;;;Lomonosova str. 33/43;;3022;Europe;UKRAINE;Ukraine
EUUKA3D;Donetsk_P;V;830;Childhood Cancer in the Donetsk Region;NULL;(380) 622 947089;(380) 622 553001;NULL;NULL;Donetsk;Department of Children Surgery;Donetsk Medical University;NULL;NULL;Ilyicha avenue, 16;NULL;340003;Europe;UKRAINE;Ukraine
EUUKM12;England;V;832;National Cancer Registration and Analysis Service (NCRAS);NCRASenquiries@phe.gov.uk;2 076 548 000;;https://www.gov.uk/government/organisations/public-health-england;www.lshtm.ac.uk/eph/index.htm;London;Chief Knowledge Officer;National Cancer Registration and Analysis Service (NCRAS);Public Health England (PHE);;Wellington House - 4th Floor;133-155 Waterloo Road;SE1 8UG;Europe;UNITED_KINGDOM;UK
EUUKM20;EW_P;V;833;Childhood Cancer Research Group;NULL;(44 ) 1865 617800;(44 ) 1865 617801;NULL;Registry closed in April 2014;Oxford;Richards Building;University of Oxford;NULL;NULL;Old Road Campus;Headington;OX3 7LG;Europe;UNITED_KINGDOM;UK
EUUKMEWM;W Midlands;V;850;West Midlands Cancer Intelligence Unit;wmciu@wmciu.nhs.uk;(44) 121 414 7711;(44) 121 414 7714;www.wmciu.nhs.uk ;Closed  - part of Public Health CR;Birmingham;West Midlands Cancer Intelligence Unit;The University of Birmingham;;;Public Health Building;Edgbaston;B15 2TT;Europe;UNITED_KINGDOM;UK
EUUKMM3W;W Midlands_P;V;836;The National Cancer Registration and Analysis Service (NCRAS) West Midlands and South Central;paul.davies@phe.gov.uk;(44) 0121 214 9146;NULL;www.gov.uk/phe;WMCIU closed in 2013.  NCRAS which is part of Public Health England , is responsible for cancer registration and intelligence in England;Birmingham;NCRAS West Midlands and South Central;Public Health England;;;1st Floor, 5 St Philips Place;;B3 2PW;Europe;UNITED_KINGDOM;UK
EUUKMNIR;N Ireland;V;852;Northern Ireland Cancer Registry;nicr@qub.ac.uk;(44) 28 9097 6038;;www.qub.ac.uk/nicr;NULL;Belfast;Centre for Public Health;Queen's University;;;Mulhouse Building;Grosvenor Road;BT12 6BJ;Europe;UNITED_KINGDOM;UK
EUUKMSCO;Scotland;V;853;Scottish Cancer Registry;nss.isdcancerstats@nhs.net;(44) 131 275 6092;NULL;www.isdscotland.org/cancer;NULL;Edinburgh;NULL;Public Health Intelligence;NHS National Services Scotland;NULL;NULL;1 South Gyle Crescent;EH12 9EB;Europe;UNITED_KINGDOM;UK
EUUKMWAL;Wales;V;854;Welsh Cancer Intelligence and Surveillance Unit;;(44) 29 2037 3500;;http://www.wales.nhs.uk/sites3/home.cfm?OrgID=242;25/7/12: Ceri White contact until J Steward is replaced.;Cardiff;Welsh Cancer Intelligence & Surveillance Unit (W.C.I.S.U.);Public Health Wales (NHS Trust);;;5th Floor, Capital Quarter 2;Tyndall Street;CF10 4BZ;Europe;UNITED_KINGDOM;UK
OCAUSACT;ACT;V;860;ACT Cancer Registry;cancerregistry@act.gov.au;(61) 2 6205 2610;(61) 2 6244 4138;www.stats.health.act.gov.au;www.health.act.gov.au/healthinfo (old);Canberra;Epidemiology Section;Preventive and Population Health;ACT Government;G.P.O. Box 825;Level 3, 2-6 Bowes St;Woden ACT 2606;2601;Oceania;AUSTRALIA;Australia
OCAUSNEW;NSW;V;861;New South Wales Cancer Registry;CINSW-DARenquiries@health.nsw.gov.au;(61) 2 8374 5600;02 02 8374 3648, 8374 3678;https://www.cancer.nsw.gov.au/;NULL;Eveleigh;Cancer Services and Information;Cancer Institute NSW;Level 9;NULL;8 Central Avenue;NULL;2015;Oceania;AUSTRALIA;Australia
OCAUSNOT;NT;V;862;Northern Territory Cancer Registry;NTCancerRegistry.DoH@nt.gov.au;(61) 8 8985 8074;(61) 8 8985 8075;https://health.nt.gov.au/professionals/health-gains/northern-territory-cancer-registry;K Dempsey will be working on Fridays only. Conctact Lindy Garling ,Dr Shu Li;Darwin;Innovation and Research Branch;NT Department of Health;;P.O. Box 40596;2nd floor Health House;87 Mitchell Street Darwin 0800;NT 0811;Oceania;AUSTRALIA;Australia
OCAUSQUE;Queensland;V;863;Queensland Cancer Register;CancerDataQld@health.qld.gov.au;(61) 7 3176 4400;;https://cancerallianceqld.health.qld.gov.au/;Email 2018/05: QCR merged with the Cancer Alliance Queensland, QCR’s office location and contact details have changed;Brisbane;;Cancer Alliance Queensland;Princess Alexandra Hospital;;Level 1 Burke Street Centre;199 Ipswich Road;QLD 4102;Oceania;AUSTRALIA;Australia
OCAUSSOA;S Australia;V;864;South Australian Cancer Registry;HealthEpidemiology@sa.gov.au;;;;;;;;;;;;;Oceania;;
OCAUSTAS;Tasmania;V;865;Tasmanian Cancer Registry;tcr@menzies.utas.edu.au;;;;;;;;;;;;;Oceania;;
OCAUSVIC;Victoria;V;866;Victorian Cancer Registry;vcr@cancervic.org.au;(61) 3 9514 6100;(61) 3 9514 6751;https://www.cancervic.org.au/research/registry-statistics;NULL;Melbourne;Victorian Cancer Registry;Cancer Council Victoria;;;615 St Kilda Road;;3004;Oceania;AUSTRALIA;Australia
OCAUSWES;W Australia;V;867;Western Australian Cancer Registry;wacanreg@health.wa.gov.au;(61) 8 9222 4022 / 4249;(61) 8 9222 4199;https://ww2.health.wa.gov.au/Articles/U_Z/Western-Australian-Cancer-Registry;NULL;Perth East;Purchasing and System Performance Division;Department of Health (Western Australia);;;1st floor C block;189 Royal St;6004;Oceania;AUSTRALIA;Australia
