name;membership;reg_link;name;url;city;department;continent;country_u;country
NW England;N;844;North West Cancer Intelligence Service;www.nwcis.nhs.uk;Manchester;The Palatine Centre;Europe;UNITED_KINGDOM;UK
N Yorkshire;N;845;Northern and Yorkshire Cancer Registry and Information Service;www.nycris.nhs.uk;Leeds;Northern & Yorkshire Cancer Registry & Information Service;Europe;UNITED_KINGDOM;UK
Oxford;N;846;National Cancer Registration Service (Oxford);www.ociu.nhs.uk;Oxford;NULL;Europe;UNITED_KINGDOM;UK
SW England;N;847;South West Public Health Observatory;http://www.swpho.nhs.uk/cis/default.aspx;Bristol;NULL;Europe;UNITED_KINGDOM;UK
Thames;N;848;Thames Cancer Registry;www.thames-cancer-reg.org.uk/ or www.kcl.ac.uk/teares/gktvc;London;Cancer Epidemiology and Population Health;Europe;UNITED_KINGDOM;UK
Trent;N;849;Trent Cancer Registry;www.empho.org.uk/;Sheffield;NULL;Europe;UNITED_KINGDOM;UK
W Midlands;V;850;West Midlands Cancer Intelligence Unit;www.wmciu.nhs.uk ;Birmingham;West Midlands Cancer Intelligence Unit;Europe;UNITED_KINGDOM;UK
W Midlands_P;V;836;The National Cancer Registration and Analysis Service (NCRAS) West Midlands and South Central;www.gov.uk/phe;Birmingham;NCRAS West Midlands and South Central;Europe;UNITED_KINGDOM;UK
Merseyside Cheshire;N;851;North West Cancer Intelligence Service;www.nwcis.nhs.uk;Manchester;NULL;Europe;UNITED_KINGDOM;UK
N Ireland;V;852;Northern Ireland Cancer Registry;www.qub.ac.uk/nicr;Belfast;Centre for Public Health;Europe;UNITED_KINGDOM;UK
Scotland;V;853;Scottish Cancer Registry;www.isdscotland.org/cancer;Edinburgh;NULL;Europe;UNITED_KINGDOM;UK
Wales;V;854;Welsh Cancer Intelligence and Surveillance Unit;http://www.wales.nhs.uk/sites3/home.cfm?OrgID=242;Cardiff;Welsh Cancer Intelligence & Surveillance Unit (W.C.I.S.U.);Europe;UNITED_KINGDOM;UK
Australia;N;857;Australian National Cancer Statistics Clearing House (ANCSCH);www.aihw.gov.au/cancer/;Canberra;Cancer and Screening Unit;Oceania;AUSTRALIA;Australia
Australia_P;N;858;Australian Paediatric Cancer Registry;NULL;NULL;NULL;Oceania;AUSTRALIA;Australia
Australia 8 registries;N;1001;ACT, NEW, NOT, QUE, SOA, TAS, VIC & WES for IICC3;NULL;NULL;NULL;Oceania;AUSTRALIA;Australia
3 registries;N;1428;NOT, QUE & WES for IICC-3;NULL;NULL;NULL;Oceania;AUSTRALIA;Australia
Queensland Epidemiology;N;859;Epidemiology Unit;NULL;Brisbane;Epidemiology Unit;Oceania;AUSTRALIA;Australia
ACT;V;860;ACT Cancer Registry;www.stats.health.act.gov.au;Canberra;Epidemiology Section;Oceania;AUSTRALIA;Australia
NSW;V;861;New South Wales Cancer Registry;https://www.cancer.nsw.gov.au/;Eveleigh;Cancer Services and Information;Oceania;AUSTRALIA;Australia
NT;V;862;Northern Territory Cancer Registry;https://health.nt.gov.au/professionals/health-gains/northern-territory-cancer-registry;Casuarina;Innovation and Research Branch;Oceania;AUSTRALIA;Australia
Queensland;V;863;Queensland Cancer Register;https://cancerallianceqld.health.qld.gov.au/;Woolloongbba;;Oceania;AUSTRALIA;Australia
S Australia;V;864;South Australian Cancer Registry;https://www.sahealth.sa.gov.au/wps/wcm/connect/Public+Content/SA+Health+Internet/About+us/Health+statistics/Cancer+incidence+and+mortality++statistics;Adelaide;Prevention and Population Health;Oceania;AUSTRALIA;Australia
Tasmania;V;865;Tasmanian Cancer Registry;www.menzies.utas.edu.au/cancer_reg.html;Hobart;University of Tasmania;Oceania;AUSTRALIA;Australia
Victoria;V;866;Victorian Cancer Registry;https://www.cancervic.org.au/research/registry-statistics;Melbourne;Victorian Cancer Registry;Oceania;AUSTRALIA;Australia
W Australia;V;867;Western Australian Cancer Registry;https://ww2.health.wa.gov.au/Articles/U_Z/Western-Australian-Cancer-Registry;East Perth;Purchasing and System Performance Division;Oceania;AUSTRALIA;Australia
Brisbane_TB;N;868;Brisbane Registry of Gestational Trophoblastic Disease;NULL;Brisbane;Department of Obstetrics & Gynaecology;Oceania;AUSTRALIA;Australia
Australian Childhood;V;1483;Australian Childhood Cancer Registry;https://cancerqld.org.au/research/cancer-registries/australian-childhood-cancer-registry;Spring Hill;NULL;Oceania;AUSTRALIA;Australia
Tasmania_HP;N;869;Tasmanian Lymphoma & Leukaemia  Registry;NULL;Hobart;NULL;Oceania;AUSTRALIA;Australia
Cook Islands;N;870;Cook Islands Cancer Registry;NULL;NULL;NULL;Oceania;COOK_ISLANDS;Cook Islands
Fiji;V;871;Fiji Cancer Registry;NULL;Suva;Ministry of Health;Oceania;FIJI;Fiji
New Caledonia;V;872;Cancer Registry of New Caledonia;;Nouméa;Service de santé publique;Oceania;FRANCE_NEW_CALEDONIA;New Caledonia
TOM Oceania;N;1369;FRNNEC & FRPPOL for IICC-3;NULL;NULL;NULL;Oceania;FRANCE_TOM_Oceania;TOM Oceania
French Polynesia;V;873;French Polynesia Cancer Registry;;Papeete Tahiti; ;Oceania;FRANCE_FRENCH_POLYNESIA;French Polynesia
Guam;V;874;Guam Cancer Registry;http://www.guamcrc.org/gcr/;Hagatna;Department of Public Health & Social Services;America North;USA;USA
New Zealand;V;875;New Zealand Cancer Registry;https://www.health.govt.nz/nz-health-statistics/national-collections-and-surveys/collections/new-zealand-cancer-registry-nzcr;Wellington;Data and Digital Directorate;Oceania;NEW_ZEALAND;New Zealand
New Zealand_P;V;876;New Zealand Children's Cancer Registry;childcancernetwork.org.nz;Auckland;;Oceania;NEW_ZEALAND;New Zealand
New Zealand_Cancer Society;U;1357;Cancer Society of New Zealand;https://cancernz.org.nz/;Wellington;National Office ;Oceania;NEW_ZEALAND;New Zealand
Niue;N;877;Niue Cancer Registry;NULL;NULL;NULL;Oceania;NIUE;Niue
Papua New Guinea;N;878;Papua New Guinea Tumour Registry;NULL;Port Moresby;Histopathology Department;Oceania;PAPUA_NEW_GUINEA;Papua New Guinea
Western Samoa;N;879;Cancer Registry of Western Samoa;NULL;NULL;NULL;Oceania;SAMOA;Samoa
Tonga;V;880;Tonga Cancer Registry;NULL;Nuku'alofa;Research Unit;Oceania;TONGA;Tonga
Hawaii;V;881;Hawaii Tumour Registry;http://www.uhcancercenter.org/research/shared-resources/hawaii-tumor-registry;Honolulu;Hawai'I Tumor Registry;America North;USA;USA
PRCCR;V;970;Pacific Regional Central Cancer Registry (PRCCR);http://www.pacificcancer.org/programs/pacific-regional-central-cancer-registry.html;Honolulu;Department of Family Medicine & Community Health;America North;USA;USA
Vanuatu;V;882;Vanuatu Cancer Registry;NULL;Port Vila;NULL;Oceania;VANUATU;Vanuatu
